,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire ,Current Status Date,Status,Region
723,Laredo,5L21,Male,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-16,Puppy Raising,Prince William Puppy Raising Region
724,Lindsey,4L21,Female,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-17,Puppy Raising,Northern CT Puppy Raising Region
725,Lorraine,6L21,Female,LR,Y,2021-04-15,Helen - 3HH19 - LRYF,Barlow - P - 5B08 - LRYM,2021-06-16,Puppy Raising,Richmond Puppy Raising Region
727,Kaya,1K21,Female,LR,B,2021-04-14,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,2021-06-10,Puppy Raising,Northern NJ Puppy Raising Region
728,Kevin,2K21,Male,LR,Y,2021-04-14,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,2021-06-16,Puppy Raising,Columbus Puppy Raising Region
729,Joey,6J21,Male,LR,B,2021-04-14,Gianna - 1G19 - LRBF,Elrod - 6E319 - LRBM,2021-06-16,Puppy Raising,Prince William Puppy Raising Region
730,Kenneth,3K21,Male,LR,B,2021-04-14,Oriole - 9O316 - LRYF,Arby - 5A319 - LRBM,2021-06-16,Puppy Raising,Montgomery Puppy Raising Region
732,Jacob,1J21,Male,LR,B,2021-04-14,Gianna - 1G19 - LRBF,Elrod - 6E319 - LRBM,2021-06-10,Puppy Raising,Dutchess NY Puppy Raising Region
733,Jax,2J21,Male,LR,B,2021-04-14,Gianna - 1G19 - LRBF,Elrod - 6E319 - LRBM,2021-06-11,Puppy Raising,Central CT Puppy Raising Region
736,Jennifer,5J21,Female,LR,B,2021-04-14,Gianna - 1G19 - LRBF,Elrod - 6E319 - LRBM,2021-06-10,Puppy Raising,Eastern MA Puppy Raising Region
738,Ivan,3I21,Male,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-16,Puppy Raising,Colorado Puppy Raising Region
739,Imari,7I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-16,Puppy Raising,Catoctin Puppy Raising Region
740,Iroquois,4I21,Male,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-10,Puppy Raising,Erie NY Puppy Raising Region
742,Ida,6I21,Female,LR,B,2021-04-09,Via - 6VV18 - LRBF,Arnie - 2A418 - LRBM,2021-06-16,Puppy Raising,Catoctin Puppy Raising Region
743,Hickory,1H21,Male,LR,Y,2021-04-08,Onyx - 3O417 - LRBF,Shadow - 1S19 - LRBM,2021-06-05,Puppy Raising,New Hampshire Puppy Raising Region
744,Hannah,4H21,Female,LR,B,2021-04-08,Onyx - 3O417 - LRBF,Shadow - 1S19 - LRBM,2021-06-06,Puppy Raising,Columbus Puppy Raising Region
752,Flash,6F21,Male,GS,B&T,2021-03-31,Jazz GDA - 1X20 - GSB&TF,Eric - 2E19 - GSB&TM,2021-05-27,Puppy Raising,Baltimore Puppy Raising Region
754,Grayson,1G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-06-10,Puppy Raising,Central NY Puppy Raising Region
755,Gibbs,2G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-06-05,Puppy Raising,Colorado Puppy Raising Region
756,Gatsby,3G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-06-05,Puppy Raising,New Hampshire Puppy Raising Region
759,Gideon,4G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-06-05,Puppy Raising,Baltimore Puppy Raising Region
762,Grover,9G21,Male,LR,B,2021-03-31,Fortune - 4F318 - LRYF,Dasher - 6D418 - LRBM,2021-06-05,Puppy Raising,Richmond Puppy Raising Region
