,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status,Pass_Fail
3302,Carmen CDC,3001225,Female,LR,Y,2016-04-21,Sugar - 2S413 - LRYF *NOP*,Lex -P - P - 5L14 - LRYM,2016-07-14,Other School,True
3303,Puppy 4,4001225,Male,LR,Y,2016-04-21,Sugar - 2S413 - LRYF *NOP*,Lex -P - P - 5L14 - LRYM,2016-07-14,Other School,True
3304,Puppy 5,5001225,Male,LR,Y,2016-04-21,Sugar - 2S413 - LRYF *NOP*,Lex -P - P - 5L14 - LRYM,2016-07-14,Other School,True
3305,Elvis,5EE16,Male,LR,B,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2019-11-27,Graduated,True
3306,Elton,3EE16,Male,LR,B,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2021-09-16,Retired,True
3307,Ebo,6EE16,Male,LR,B,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2017-08-15,Released,False
3308,Enya,9EE16,Female,LR,B,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2019-10-24,Retired,True
3309,Elise (Brooklyn),10EE16,Female,LR,B,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2016-06-16,Released,False
3310,Elwood,2EE16,Male,LR,Y,2016-04-19,Chelsea - P - 1CC10 - LRBF,Vito - 7VV14 - LRBM,2018-04-21,Graduated,True
3311,Dylan (Lomabardi),8DD16,Male,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2016-06-16,Other School,True
3312,Dolly,2DD16,Female,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2017-12-07,Released,False
3313,Dina,4DD16,Female,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2018-01-29,Released,False
3314,Ditto,6DD16,Female,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2018-11-13,Released,False
3315,Desi,1DD16,Female,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2016-07-01,Released,False
3316,Duke (Bo),5DD16,Male,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2016-06-14,Released,False
3317,Dottie,3DD16,Female,LR,B,2016-04-18,Shannon - 5S311 - LRBF,Vito - 7VV14 - LRBM,2018-08-18,Graduated,True
3318,Clifford,5CC16,Male,LR,Y,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2017-08-25,Released,False
3319,Cobra (Brody),7CC16,Male,LR,B,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2016-06-10,Released,False
3320,Captain,1CC16,Male,LR,B,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2017-08-15,Released,False
3321,Cobalt,4CC16,Male,LR,B,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2017-11-28,Released,False
3322,Curry,3CC16,Male,LR,Y,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2017-08-14,Released,False
3323,Checkers (Willie),2CC16,Male,LR,B,2016-04-16,Ribbon - 6RR12 - LRB&TF,Ralston - 6R14 - LRYM,2016-12-27,Released,False
3324,Brett (Darcy),7BB16,Male,LR,Y,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2016-06-16,Other School,True
3325,Bronwyn (Nala),1BB16,Female,LR,B,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2017-09-18,Released,False
3326,Bridgette (Maple),5BB16,Female,LR,Y,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2016-06-09,Released,False
3327,Basil,2BB16,Male,LR,B,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2017-12-20,Released,False
3328,Bernard (Enzo),3BB16,Male,LR,B,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2016-06-09,Released,False
3329,Beryl,4BB16,Female,LR,Y,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2018-10-13,Graduated,True
3330,Beau,6BB16,Male,LR,Y,2016-04-15,Starling - 2S14 - LRBF,Tom - 3T411 - LRYM,2019-09-23,Retired,True
3331,Arrow,5AA16,Male,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2017-07-18,Released,False
3332,Astro,1AA16,Male,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2017-12-13,Released,False
3333,Ambi (Luna),2AA16,Female,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2016-06-06,Released,False
3334,Allie,4AA16,Female,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2018-01-27,Graduated,True
3335,Atlas,6AA16,Male,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2017-10-10,Released,False
3336,Aura,3AA16,Female,LR,Y,2016-04-12,Ida - 1II14 - LRYF,Raleigh - 3RR14 - LRYM,2018-04-21,Graduated,True
3337,Wheat,5W16,Female,LR,Y,2016-04-07,Island - P - 6II14 - LRYF,Santa - 3S413 - LRYM,2017-07-18,Released,False
3338,Wendell,7W16,Male,LR,Y,2016-04-07,Island - P - 6II14 - LRYF,Santa - 3S413 - LRYM,2018-02-24,Graduated,True
3339,Wonka (Magnus),4W16,Male,LR,Y,2016-04-07,Island - P - 6II14 - LRYF,Santa - 3S413 - LRYM,2017-08-15,Released,False
3340,Walt,1W16,Male,LR,Y,2016-04-07,Island - P - 6II14 - LRYF,Santa - 3S413 - LRYM,2017-03-22,Released,False
3341,Wilbur,2W16,Male,LR,Y,2016-04-07,Island - P - 6II14 - LRYF,Santa - 3S413 - LRYM,2018-08-18,Graduated,True
3342,Tacoma (Max),5T16,Male,GS,B&T,2016-03-28,Prism - 8PP12 - GSB&TF,Malley - 1M14 - GSB&TM,2016-05-25,Released,False
3344,Treasure,3T16,Female,GS,B&T,2016-03-28,Prism - 8PP12 - GSB&TF,Malley - 1M14 - GSB&TM,2018-02-24,Graduated,True
3345,Raider (Bradley),6R16,Male,LR,Y,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2016-05-25,Other School,True
3346,Spirit,2S16,Female,LR,B,2016-03-26,Shaka - S - 1S412 - LRYF,Declan - 4D13 - LRBM,2017-11-20,Released,False
3347,Sunny,4S16,Female,LR,Y,2016-03-26,Shaka - S - 1S412 - LRYF,Declan - 4D13 - LRBM,2021-12-13,Retired,True
3348,Raj,1R16,Male,LR,Y,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2018-01-17,Released,False
3349,Reggie,4R16,Male,LR,B,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2018-01-29,Released,False
3350,Shatner,1S16,Male,LR,Y,2016-03-26,Shaka - S - 1S412 - LRYF,Declan - 4D13 - LRBM,2018-01-27,Graduated,True
3351,Razzle,7R16,Male,LR,Y,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2018-05-19,Graduated,True
3352,Summer (Ollie),6S16,Female,LR,B,2016-03-26,Shaka - S - 1S412 - LRYF,Declan - 4D13 - LRBM,2016-05-27,Released,False
3353,Ricky,2R16,Male,LR,B,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2016-05-25,Released,False
3354,Saki (Daisy),5S16,Female,LR,Y,2016-03-26,Shaka - S - 1S412 - LRYF,Declan - 4D13 - LRBM,2016-06-03,Released,False
3355,Rusty,8R16,Male,LR,Y,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2018-04-21,Graduated,True
3356,Rudy (Dooley),5R16,Male,LR,B,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2019-04-13,Graduated,True
3357,Ronnie,3R16,Male,LR,B,2016-03-26,Rhea - 6RR10 - LRYF,Vito - 7VV14 - LRBM,2019-09-14,Graduated,True
3358,Qualli (Sage),3Q16,Female,LR,B,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2016-10-03,Other School,True
3359,Quigley,2Q16,Male,LR,B,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2017-04-25,Released,False
3360,Quota,4Q16,Female,LR,Y,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2017-10-27,Released,False
3361,Quantum,8Q16,Male,LR,B,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2018-04-21,Graduated,True
3362,Quaid,7Q16,Male,LR,Y,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2017-12-01,Released,False
3363,Quentin (Buddy),1Q16,Male,LR,Y,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2016-05-19,Released,False
3364,Quartet (Tessa),5Q16,Female,LR,Y,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2016-05-20,Released,False
3365,Quincy,6Q16,Male,LR,B,2016-03-22,Audrey - 9A12 - LRYF,Vito - 7VV14 - LRBM,2017-12-12,Released,False
3366,Patton (Cash),8P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2016-05-25,Other School,True
3367,Pat,1P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2018-02-24,Graduated,True
3368,Promise,10P16,Female,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2018-02-02,Released,False
3369,Pal (Duke),3P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2016-05-18,Released,False
3370,Paxton,5P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2017-03-24,Released,False
3371,Packer (Rocket),4P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2016-05-16,Released,False
3372,Primrose (Lucy),6P16,Female,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2016-05-16,Released,False
3373,Peppy (Finn),7P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2017-09-22,Released,False
3374,Patrol,9P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2018-03-24,Graduated,True
3375,Patriot,2P16,Male,LR,B,2016-03-21,Cheyenne - 8C313 - LRBF,Lex -P - P - 5L14 - LRYM,2017-07-28,Released,False
3377,Oahu (Avalon),6O16,Female,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2017-08-23,Other School,True
3378,Odette,5O16,Female,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2018-03-09,Retired,True
3379,Olaf,2O16,Male,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2017-10-24,Released,False
3380,Orchid,3O16,Female,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2017-11-29,Released,False
3381,Orzo,4O16,Female,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2016-05-05,Released,False
3382,Olana,1O16,Female,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2018-01-27,Graduated,True
3383,Ohio,8O16,Male,LR,Y,2016-03-10,Doris - 6D312 - LRYF,Raleigh - 3RR14 - LRYM,2018-04-04,Released,False
3384,Navy,1N16,Male,LR,B,2016-03-09,Denim - 10D14 - LRBF,Young - 9Y14 - LRYM,2019-02-04,Retired,True
3385,Marcus,2M16,Male,LR,B,2016-03-06,Aggie - S - 1A313 - LRBF,Young - 9Y14 - LRYM,2018-09-15,Graduated,True
3386,Milton,1M16,Male,LR,B,2016-03-06,Aggie - S - 1A313 - LRBF,Young - 9Y14 - LRYM,2019-01-10,Retired,True
3387,Maddie,4M16,Female,LR,Y,2016-03-06,Aggie - S - 1A313 - LRBF,Young - 9Y14 - LRYM,2018-02-27,Released,False
3388,Maui (Mika),3M16,Female,LR,Y,2016-03-06,Aggie - S - 1A313 - LRBF,Young - 9Y14 - LRYM,2016-05-02,Released,False
3390,Libby (Sake),1L16,Female,LR,B,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2016-10-25,Other School,True
3391,Lars (Salem),3L16,Male,LR,B,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2016-05-05,Other School,True
3392,Lexa,5L16,Female,LR,Y,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2017-03-20,Released,False
3393,Lyra,4L16,Female,LR,Y,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2017-12-09,Graduated,True
3394,Lenny,2L16,Male,LR,B,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2018-04-21,Graduated,True
3395,Leila,6L16,Female,LR,Y,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2017-11-11,Graduated,True
3396,Lindy,9L16,Female,LR,Y,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2017-12-09,Graduated,True
3397,Letty (Liberty),7L16,Female,LR,Y,2016-03-03,Delphi - 7D413 - LRYF,Vito - 7VV14 - LRBM,2016-05-02,Released,False
3398,Latte PADS,2001219,Female,LR,Y,2016-02-28,Roma PADS - ROMA - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-02,Other School,True
3399,Coffee PADS,1001219,Male,LR,B,2016-02-28,Roma PADS - ROMA - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-02,Other School,True
3400,Puppy5 PADS,5001219,Male,LR,B,2016-02-28,Roma PADS - ROMA - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-02,Other School,True
3401,Mocha PADS,3001219,Female,LR,B,2016-02-28,Roma PADS - ROMA - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-02,Other School,True
3402,Chai PADS,4001219,Female,LR,Y,2016-02-28,Roma PADS - ROMA - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-02,Other School,True
3403,Jetta (Banks),3J16,Female,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2016-04-28,Other School,True
3404,Kenny (Skye),2K16,Male,LR,Y,2016-02-27,Rita - 8RR12 - LRYF,Vito - 7VV14 - LRBM,2016-05-16,Other School,True
3405,Kia,1K16,Female,LR,Y,2016-02-27,Rita - 8RR12 - LRYF,Vito - 7VV14 - LRBM,2017-02-21,Released,False
3406,Jackson,1J16,Male,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2017-12-15,Released,False
3407,Joanie,6J16,Female,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2017-09-06,Released,False
3408,Krista,7K16,Female,LR,Y,2016-02-27,Rita - 8RR12 - LRYF,Vito - 7VV14 - LRBM,2017-06-20,Released,False
3409,Jake,2J16,Male,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2017-12-09,Graduated,True
3410,Jolee,7J16,Female,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2017-04-20,Released,False
3411,Jimmy,5J16,Male,LR,Y,2016-02-27,Alicia - 5AA11 - LRYF,Young - 9Y14 - LRYM,2018-03-24,Graduated,True
3412,Kibby,6K16,Female,LR,Y,2016-02-27,Rita - 8RR12 - LRYF,Vito - 7VV14 - LRBM,2016-05-02,Released,False
3413,Kasha,3K16,Female,LR,Y,2016-02-27,Rita - 8RR12 - LRYF,Vito - 7VV14 - LRBM,2017-12-09,Graduated,True
3415,Ingrid (Jean),3I16,Female,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2016-04-28,Other School,True
3416,Irby,5I16,Male,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2019-06-22,Graduated,True
3417,Iris,2I16,Female,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2017-12-09,Graduated,True
3418,Ibsen,4I16,Male,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2017-12-13,Released,False
3419,Ithaca (Molly),6I16,Female,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2016-04-18,Released,False
3420,Irwin,1I16,Male,LR,Y,2016-02-23,Figgie - 6F14 - LRYF,Raleigh - 3RR14 - LRYM,2017-12-12,Graduated,True
3422,Havana,3H16,Female,LR,Y,2016-02-15,Flaxen - 7F14 - LRYF,Lex -P - P - 5L14 - LRYM,2016-12-06,Released,False
3424,Haskell,6H16,Male,LR,Y,2016-02-15,Flaxen - 7F14 - LRYF,Lex -P - P - 5L14 - LRYM,2016-04-13,Released,False
3425,Hyde,5H16,Male,LR,Y,2016-02-15,Flaxen - 7F14 - LRYF,Lex -P - P - 5L14 - LRYM,2018-04-21,Graduated,True
3426,Herman,2H16,Male,LR,Y,2016-02-15,Flaxen - 7F14 - LRYF,Lex -P - P - 5L14 - LRYM,2020-01-27,Retired,True
3427,Mustang SEGD,1001220,Male,LR,Y,2016-02-10,Samba PADS - SAMBA - GLABYF *NOP*,Maestro - 5M411 - LRYM,2016-03-04,Other School,True
3428,Otis PWAC (Oboe PADS),2001220,Male,LR,Y,2016-02-10,Samba PADS - SAMBA - GLABYF *NOP*,Maestro - 5M411 - LRYM,2016-03-04,Other School,True
3429,Cello PADS,3001220,Male,LR,Y,2016-02-10,Samba PADS - SAMBA - GLABYF *NOP*,Maestro - 5M411 - LRYM,2016-03-04,Other School,True
3430,Viola PADS,4001220,Female,LR,Y,2016-02-10,Samba PADS - SAMBA - GLABYF *NOP*,Maestro - 5M411 - LRYM,2016-03-04,Other School,True
3431,Gaila (Sunny),6G16,Female,LR,Y,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2016-04-06,Other School,True
3432,Griffin (Hobbs),7G16,Male,LR,Y,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2016-03-29,Other School,True
3433,Granola,8G16,Female,LR,B,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2017-10-17,Released,False
3435,Georgie (Ernie),5G16,Male,LR,B,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2016-03-23,Released,False
3436,Glacier (Winnie),1G16,Female,LR,Y,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2016-03-23,Released,False
3437,Gatsby,3G16,Male,LR,B,2016-01-28,Elba - 2E14 - LRBF,Young - 9Y14 - LRYM,2016-03-22,Released,False
3439,Flower,5F16,Female,LR,B,2016-01-26,Orly - 7O14 - LRBF,Able - 3A311 - LRBM,2018-02-02,Released,False
3440,Ferris,4F16,Male,LR,B,2016-01-26,Orly - 7O14 - LRBF,Able - 3A311 - LRBM,2016-08-03,Released,False
3441,Fred,3F16,Male,LR,B,2016-01-26,Orly - 7O14 - LRBF,Able - 3A311 - LRBM,2016-03-18,Released,False
3442,Fitz,2F16,Male,LR,B,2016-01-26,Orly - 7O14 - LRBF,Able - 3A311 - LRBM,2018-11-14,Retired,True
3444,Easton (Willis),1E+16,Male,LR,Y,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-10,Other School,True
3445,Ensign (Emerson),6E+16,Male,LR,Y,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-29,Other School,True
3446,Ellery,3E+16,Female,LR,Y,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2017-09-13,Released,False
3447,Eric,5E+16,Male,LR,Y,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2017-05-23,Released,False
3448,Enya (Lexi),4E+16,Female,LR,Y,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-21,Released,False
3449,Evelyn,1E+17,Female,LR,B,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-30,Released,False
3450,Elmer (Thurman),9E+16,Male,LR,B,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-09,Released,False
3451,Empress (Lydia),1.1E+17,Female,LR,B,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2016-03-18,Released,False
3452,Eden,7E+16,Female,LR,B,2016-01-17,Corinne - 4C512 - LRBF,Alvin - 7A513 - LRYM,2018-01-12,Graduated,True
3453,Dolly (Tootsie),5D16,Female,LR,B,2016-01-13,Kalani - 1K413 - LRYF,Sierra KNGF - SIERRA - LRBM *NOP*,2016-03-17,Other School,True
3454,Dusty,2D16,Female,LR,Y,2016-01-13,Kalani - 1K413 - LRYF,Sierra KNGF - SIERRA - LRBM *NOP*,2021-10-27,Retired,True
3455,Diesel,3D16,Male,LR,B,2016-01-13,Kalani - 1K413 - LRYF,Sierra KNGF - SIERRA - LRBM *NOP*,2017-12-09,Graduated,True
3456,Darth (Deacon),1D16,Male,LR,B,2016-01-13,Kalani - 1K413 - LRYF,Sierra KNGF - SIERRA - LRBM *NOP*,2016-03-10,Released,False
3457,Capri (Jessie),9C16,Female,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2016-03-10,Other School,True
3458,Crimson (Shannon),2C16,Female,LR,Y,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2016-03-10,Other School,True
3459,Craig (Skipper),3C16,Male,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2016-03-10,Other School,True
3460,Chessa,8C16,Female,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2017-12-19,Released,False
3461,Cici,10C16,Female,LR,Y,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2020-02-19,Retired,True
3462,Cal,6C16,Male,LR,Y,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2018-04-10,Retired,True
3463,Carl,7C16,Male,LR,Y,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2017-07-27,Released,False
3464,Cobey,1C16,Male,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2017-12-09,Graduated,True
3465,Christy,4C16,Female,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2017-04-25,Released,False
3466,Chip,5C16,Male,LR,B,2016-01-11,Flossie - 4F13 - LRBF,Peter - 8P14 - LRYM,2017-04-12,Released,False
3467,Bernice (Harlee),4B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2018-01-19,Other School,True
3468,Blossom,2B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2017-07-11,Other School,True
3469,Binka,6B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2022-07-28,Other School,True
3470,Bevy,1B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2018-12-15,Graduated,True
3471,Balsa,3B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2017-12-09,Graduated,True
3472,Bruce (Zeus),5B16,Male,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2017-03-16,Released,False
3473,Bridgette (Shiloh),9B16,Female,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2016-02-29,Released,False
3474,Brando,7B16,Male,GS,B&T,2016-01-05,Roxanna - 6R312 - GSB&TF,Malley - 1M14 - GSB&TM,2017-10-09,Released,False
3475,Aussie,1A16,Male,LR,B,2016-01-01,Gemma - 1G512 - LRBF,Donald - P - 9D14 - LRBM,2018-05-09,Released,False
3476,Archie,3A16,Male,LR,B,2016-01-01,Gemma - 1G512 - LRBF,Donald - P - 9D14 - LRBM,2017-12-09,Graduated,True
3477,Alton,2A16,Male,LR,B,2016-01-01,Gemma - 1G512 - LRBF,Donald - P - 9D14 - LRBM,2017-12-21,Released,False
3478,Felice (Roxy),5F415,Female,LR,Y,2015-12-25,Sophia - S - 5S413 - LRYF,Young - 9Y14 - LRYM,2016-03-02,Other School,True
3479,Frosty (Blaze),7F415,Male,LR,Y,2015-12-25,Sophia - S - 5S413 - LRYF,Young - 9Y14 - LRYM,2016-03-02,Other School,True
3480,Fanta,3F415,Female,LR,Y,2015-12-25,Sophia - S - 5S413 - LRYF,Young - 9Y14 - LRYM,2017-11-11,Graduated,True
3482,Fiera,4F415,Female,LR,Y,2015-12-25,Sophia - S - 5S413 - LRYF,Young - 9Y14 - LRYM,2017-12-20,Other School,True
3483,Felipe,6F415,Male,LR,Y,2015-12-25,Sophia - S - 5S413 - LRYF,Young - 9Y14 - LRYM,2017-10-14,Graduated,True
3484,Montana CES,1001221,Male,LR,Y,2015-12-23,Danielle - 7D14 - LRBF *NOP*,Lex -P - P - 5L14 - LRYM,2016-03-15,Other School,True
3485,Aspen PORT,2001221,Female,LR,B,2015-12-23,Danielle - 7D14 - LRBF *NOP*,Lex -P - P - 5L14 - LRYM,2016-03-15,Other School,True
3486,DaniellexLex3,3001221,Male,LR,B,2015-12-23,Danielle - 7D14 - LRBF *NOP*,Lex -P - P - 5L14 - LRYM,2016-03-15,Other School,True
3487,Tyler SEGD,1001222,Male,LR,Y,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3488,Toggle SEGD,2001222,Female,LR,B,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3489,Jordan SEGD,3001222,Female,LR,Y,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3490,Bonita SEGD,4001222,Female,LR,B,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3491,Jasper SEGD,5001222,Male,LR,Y,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3492,Shadow SEGD,6001222,Male,LR,B,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
3493,FuzzyRogers SEGD,7001222,Male,LR,B,2015-12-21,Sophia SEGD - SOPHIA1 - LRYF *NOP*,Donald - P - 9D14 - LRBM,2016-03-23,Other School,True
