,Dog Name,Tattoo,Gender,Breed,Color,Birthdate,Dam,Sire,Current Status Date,Status
874,Amethyst,1A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-16,In Training
876,Alice,3A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-08-31,In Training
878,Amari,4A21,Female,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-10-28,In Training
880,Alfie2,5A21,Male,LR,B,2021-01-03,Wanita - 5W18 - LRBF,Duke - 2DD17 - LRB&TM,2022-06-29,In Training
884,Gus,2G320,Male,LR,Y,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-07-07,In Training
887,Greeley,10G320,Female,LR,B,2020-12-27,Gibby - 2G19 - LRBF,Vance - 1V318 - LRYM,2022-08-16,In Training
900,Fairlee,1F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-16,In Training
901,Flower,2F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-31,In Training
902,Florie,4F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-07-28,In Training
903,Fay,6F320,Female,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-31,In Training
904,Fulton,7F320,Male,LR,B,2020-12-22,Mercy - 6MM18 - LRYF,Dasher - 6D418 - LRBM,2022-08-31,In Training
908,Elijah,6E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-06-29,In Training
909,Ensign,7E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-06-29,In Training
911,Eleanor,1E320,Female,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-06-14,In Training
913,Emmylou,3E320,Female,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-06-14,In Training
914,Epic,4E320,Male,LR,B,2020-12-17,Nell - 7N416 - LRBF,Oreo - 6O18 - LRBM,2022-05-17,In Training
922,Charlene,4C320,Female,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-08-16,In Training
925,Cayenne,8C320,Female,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-08-16,In Training
926,Chevy,2C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-08-31,In Training
927,Chris,3C320,Male,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-10-07,In Training
928,Catalina,1C320,Female,LR,B,2020-12-12,Adrienne - 9A418 - LRBF,Dover - 3D19 - LRBM,2022-08-31,In Training
930,Breezy,2B320,Female,LR,B,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-08-16,In Training
931,Bryce,5B320,Male,LR,Y,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-07-19,In Training
934,Bella,4B320,Female,LR,Y,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-06-29,In Training
935,Barbara,8B320,Female,LR,Y,2020-12-08,Leah - 3LL17 - LRYF,Oreo - 6O18 - LRBM,2022-06-29,In Training
937,Admiral,3A320,Male,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-05-06,In Training
938,Acadia,4A320,Female,LR,B,2020-12-04,Joplin - 4J16 - LRYF,Dasher - 6D418 - LRBM,2022-07-19,In Training
943,Yardley,2YY20,Female,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-07-19,In Training
945,Yamaha,5YY20,Male,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-07-19,In Training
946,York,7YY20,Male,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-07-08,In Training
948,Yoda,9YY20,Male,LR,B,2020-11-19,Roz - 4RR18 - LRBF,Dasher - 6D418 - LRBM,2022-09-08,In Training
949,Winfrey,1WW20,Female,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2022-08-16,In Training
950,Wilder,5WW20,Female,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2022-07-19,In Training
951,Weston,2WW20,Male,LR,B,2020-11-18,Lois - 6LL19 - LRYF,Lloyd - 1L19 - LRBM,2022-08-16,In Training
959,Umpire,4UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-10-24,In Training
963,Uber,9UU20,Male,LR,Y,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-06-29,In Training
967,Utica,8UU20,Female,LR,B,2020-11-10,Guava - 2G317 - LRYF,Wallace - 5W315 - LRBM,2022-06-29,In Training
968,Tigger,1TT20,Male,LR,Y,2020-11-01,Dallas - 6D415 - LRYF,Yarmouth - 2YY18 - LRYM,2022-06-29,In Training
969,Tahoe,2TT20,Male,LR,Y,2020-11-01,Dallas - 6D415 - LRYF,Yarmouth - 2YY18 - LRYM,2022-10-19,In Training
972,Reggae,8RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2022-08-05,In Training
973,Reese,1RR20,Female,LR,Y,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2022-06-14,In Training
974,Randy,2RR20,Male,LR,B,2020-10-28,Nimble - 8N318 - LRBF,Kisco - 6KK18 - LRYM,2022-07-19,In Training
982,Presley,3PP20,Male,LR,Y,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2022-07-19,In Training
983,Pawling,4PP20,Male,LR,B,2020-10-09,Raelyn - 8R318 - LRBF,Ernest - 4E18 - LRYM,2022-06-29,In Training
984,Olive,1OO20,Female,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2022-07-19,In Training
985,Oakley,2OO20,Male,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2022-06-14,In Training
986,Ortega,4OO20,Male,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2022-05-17,In Training
987,Olana,5OO20,Female,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2022-07-19,In Training
988,Opie,6OO20,Male,LR,B,2020-10-07,Ode - 3O317 - LRYF,Lloyd - 1L19 - LRBM,2022-05-17,In Training
992,Maeve,4MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-05-17,In Training
993,Neptune,5NN20,Male,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2022-06-14,In Training
995,Miles,2MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-06-14,In Training
996,Martha,3MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-07-19,In Training
998,Missy,1MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-05-17,In Training
999,Norm,4NN20,Male,LR,B,2020-09-05,Tamby - 5TT18 - LRYF,Tito - 2T18 - LRBM,2022-06-23,In Training
1000,Minnie,7MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-06-29,In Training
1001,Michael,6MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-06-14,In Training
1002,Maggie,10MM20,Female,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-06-29,In Training
1004,Marvin,9MM20,Male,LR,B,2020-09-05,Noni - 2N18 - LRBF,Oreo - 6O18 - LRBM,2022-07-19,In Training
1006,Lemon,5LL20,Female,LR,Y,2020-05-17,Lava - 4L417 - LRBF,Ryan - 9RR17 - LRYM,2022-05-23,In Training
1011,Koala,6KK20,Female,LR,B,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-06-14,In Training
1012,Kermit,7KK20,Male,LR,B,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-04-12,In Training
1013,Toby,1KK20,Female,LR,B,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-06-14,In Training
1015,Karma,3KK20,Female,LR,B,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-06-14,In Training
1016,Kurt,4KK20,Male,LR,Y,2020-05-12,Jenna - P - 3J317 - LRBF,Tito - 2T18 - LRBM,2022-06-14,In Training
1018,Jake,4JJ20,Male,LR,Y,2020-05-10,Mercy - 6MM18 - LRYF,Yarmouth - 2YY18 - LRYM,2022-10-12,In Training
1019,Journey,5JJ20,Female,LR,Y,2020-05-10,Mercy - 6MM18 - LRYF,Yarmouth - 2YY18 - LRYM,2022-06-14,In Training
1027,Igloo,3II20,Female,LR,Y,2020-05-04,Minka - 6MM17 - LRBF,Flanders - 3F318 - LRYM,2022-05-17,In Training
1037,Goodman,4GG20,Male,LR,B,2020-04-28,Lizzie - 6L315 - LRBF,Vassar - 5VV18 - LRBM,2022-04-26,In Training
1038,Gabriel,5GG20,Male,LR,B,2020-04-28,Lizzie - 6L315 - LRBF,Vassar - 5VV18 - LRBM,2022-04-12,In Training
1050,Francisco,7FF20,Male,LR,Y,2020-04-24,Erin - P - 5E315 - LRCHOCF,Yarmouth - 2YY18 - LRYM,2022-07-07,In Training
1051,Eva,5EE20,Female,LR,B,2020-04-21,Nell - 7N416 - LRBF,Wallace - 5W315 - LRBM,2022-04-12,In Training
1052,Emerson,6EE20,Male,LR,B,2020-04-21,Nell - 7N416 - LRBF,Wallace - 5W315 - LRBM,2022-05-17,In Training
1063,Dora,4DD20,Female,LR,B,2020-04-12,Quail - 6Q417 - LRBF,Ryan - 9RR17 - LRYM,2022-05-17,In Training
1069,Crew,4CC20,Male,LR,Y,2020-04-09,Guava - 2G317 - LRYF,Tito - 2T18 - LRBM,2022-05-06,In Training
1076,Biscotti,7BB20,Female,LR,Y,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2022-03-15,In Training
1078,Luke,11BB20,Male,LR,B,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2022-04-12,In Training
1079,Ballou,4BB20,Male,LR,Y,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2022-04-12,In Training
1080,Bart,5BB20,Male,LR,B,2020-04-01,Lace - 8L18 - LRBF,Kisco - 6KK18 - LRYM,2022-04-12,In Training
1091,Yonkers,6Y20,Male,LR,B,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2022-04-12,In Training
1092,Yacht,7Y20,Male,LR,Y,2020-03-24,Capri - 2C17 - LRBF,Ryan - 9RR17 - LRYM,2022-04-12,In Training
1105,Louis,1U20,Male,LR,Y,2020-03-15,Oriole - 9O316 - LRYF,Kaplan - 1KK16 - LRBM,2022-04-12,In Training
1119,Roswell,8R20,Female,LR,B,2020-03-07,Tiara - 6TT15 - LRBF,Kisco - 6KK18 - LRYM,2022-03-15,In Training
1125,Shamrock,2S20,Female,LR,B,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-03-15,In Training
1128,Sharon,7S20,Female,LR,Y,2020-03-05,Frannie - 2FF17 - LRBF,Ryan - 9RR17 - LRYM,2022-02-15,In Training
1134,Omega,4O20,Female,LR,Y,2020-03-01,Evie - 4E417 - LRYF,Oreo - 6O18 - LRBM,2022-02-15,In Training
1148,Noah,3N20,Male,LR,B,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2022-03-15,In Training
1149,Nita,2N20,Female,LR,Y,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2022-06-30,In Training
1153,Nyssa,1N20,Female,LR,B,2020-02-19,Orly - 7O14 - LRBF,Higgins - 4H17 - LRBM,2022-03-15,In Training
1157,Montana,5M20,Male,LR,Y,2020-02-09,Bianca - P - 5B317 - LRYF,Ernest - 4E18 - LRYM,2022-03-15,In Training
1165,Lancelot,4L20,Male,LR,Y,2020-02-05,Bonnie - 4B18 - LRYF,Garcia - 4G16 - LRYM,2022-07-25,In Training
1177,Kerry,7K20,Female,LR,B,2020-02-04,Noni - 2N18 - LRBF,Octane - P - 5O416 - LRYM,2021-10-18,In Training
1193,Happy,2H20,Female,LR,Y,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2022-01-11,In Training
1194,Harmony,3H20,Female,LR,B,2020-01-24,Edna - S - 1EE17 - LRBF,Charlie - 10CC17 - LRYM,2022-04-26,In Training
1202,Francis,2F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2022-02-15,In Training
1203,Fallon,3F20,Female,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2022-10-13,In Training
1204,Fernando,4F20,Male,LR,B,2020-01-23,Winter - 1W18 - LRBF,Ryan - 9RR17 - LRYM,2022-02-15,In Training
1223,Denali,2D20,Male,LR,Y,2020-01-10,Maya - 4MM15 - LRBF,Edgar - 1E315 - LRBM,2022-02-15,In Training
1241,Buddy,9B20,Male,LR,B,2020-01-07,Lark - 4L18 - LRBF,Finn - 7F315 - LRYM,2022-02-15,In Training
1318,Yani,3Y319,Female,LR,Y,2019-11-06,Harlow - 1H16 - LRYF,Zinc - 8ZZ17 - LRYM,2021-12-14,In Training
1456,Charles,1C319,Male,LR,Y,2019-07-16,Emerald - 7E15 - LRYF,Octane - P - 5O416 - LRYM,2021-07-13,In Training
1470,Arby,5A319,Male,LR,B,2019-07-05,Vickie - 2V15 - LRYF,Jody - 3J15 - LRBM,2021-05-13,In Training
